transaction_id,date,importer,exporter,hs_code,quantity,unit_price,total_value,origin_country,destination_country,route,anomaly_flag
148,2023-05-22,Importer_19,Exporter_7,8501,1134.9399813149876,154.60949281314913,175472.4948844752,UAE,Brazil,UAE-Brazil,0
149,2023-04-10,Importer_12,Exporter_20,3004,1121.929317825844,127.55554610308334,143108.3068243353,China,Germany,China-Germany,0
150,2023-01-08,Importer_3,Exporter_4,8501,875.6507483616891,141.59728439704546,123989.76804825578,China,Germany,China-Germany,0
151,2023-10-11,Importer_41,Exporter_49,3004,1112.0940407684893,127.32444318520157,141596.75451042876,Brazil,China,Brazil-China,0
152,2023-09-09,Importer_19,Exporter_31,1001,996.8647609053778,30.351982149926346,30256.821428890624,USA,Brazil,USA-Brazil,0
153,2023-09-03,Importer_4,Exporter_17,7208,1191.6497343682638,75.26742888931336,89692.41164253246,India,China,India-China,0
154,2023-09-02,Importer_32,Exporter_5,1001,1082.0646071755057,29.39342204269832,31805.581676176207,USA,UAE,USA-UAE,0
155,2023-10-23,Importer_37,Exporter_20,1001,967.347819515917,33.29633055596157,32209.132761190624,China,India,China-India,0
156,2023-02-13,Importer_49,Exporter_27,2709,1123.8124523482045,75.69456745200446,85066.49747767372,USA,Brazil,USA-Brazil,0
157,2023-11-07,Importer_50,Exporter_34,8501,1195.8218210731493,150.31505762449137,179750.02594323465,UAE,China,UAE-China,0
158,2023-07-14,Importer_38,Exporter_28,7208,1102.2929456942445,77.51786594725235,85447.39679892836,Germany,India,Germany-India,0
159,2023-06-06,Importer_40,Exporter_48,8501,1048.6249528732662,148.04785418448472,155246.67411719347,UAE,USA,UAE-USA,0
160,2023-02-20,Importer_17,Exporter_43,2709,1014.5493947489077,74.1660991780584,75245.17103198661,Brazil,China,Brazil-China,0
161,2023-02-11,Importer_36,Exporter_5,2709,877.2668975149791,84.64671092979822,74257.75748223135,China,India,China-India,0
162,2023-03-22,Importer_45,Exporter_39,1001,849.0973927750447,26.357434161636803,22380.028626885705,Germany,UAE,Germany-UAE,0
163,2023-08-29,Importer_19,Exporter_46,3004,1173.7166310250102,129.49995232755523,151996.24776379755,USA,India,USA-India,0
164,2023-05-25,Importer_17,Exporter_41,7208,1093.6179725578234,85.02676407411424,92986.79733988519,USA,India,USA-India,0
165,2023-10-29,Importer_35,Exporter_15,2709,998.1629840729628,63.71921939959918,63602.16617870374,Germany,USA,Germany-USA,0
166,2023-11-28,Importer_5,Exporter_4,2709,1011.3706837290589,65.25986801941522,66001.91733886412,India,China,India-China,0
167,2023-03-26,Importer_19,Exporter_29,3004,1146.2679600126626,118.23531142197433,135529.3492251284,UAE,Brazil,UAE-Brazil,0
168,2023-03-05,Importer_45,Exporter_26,7208,876.1754204811233,77.42891326677605,67841.31063891393,Brazil,India,Brazil-India,0
169,2023-05-20,Importer_29,Exporter_6,8501,1061.9397181413437,141.54413170794038,150311.33533049145,UAE,Germany,UAE-Germany,0
170,2023-11-03,Importer_39,Exporter_17,1001,876.6669406650353,30.731061634475736,26940.905786484484,Germany,India,Germany-India,0
171,2023-01-14,Importer_38,Exporter_2,1001,1036.7449856663084,28.47917047388661,29525.637184737927,China,Brazil,China-Brazil,0
172,2023-12-11,Importer_49,Exporter_49,3004,3506.1162679153135,122.78459924829164,430497.0808738977,UAE,USA,UAE-USA,1
173,2023-03-31,Importer_18,Exporter_12,7208,782.7873487754014,301.2675988700275,235828.46499139993,UAE,Germany,UAE-Germany,1
174,2023-10-27,Importer_6,Exporter_31,7208,892.2333668121346,78.29242278630522,69855.1119785042,Brazil,Germany,Brazil-Germany,0
175,2023-06-28,Importer_43,Exporter_7,7208,1046.6361348397006,91.80284973559641,96084.17981453447,India,Germany,India-Germany,0
176,2023-03-24,Importer_19,Exporter_43,3004,1128.648943480303,118.08073764043887,133271.69978325616,Germany,UAE,Germany-UAE,0
177,2023-07-25,Importer_6,Exporter_21,8501,997.1475688145966,134.96205953043287,134577.089542982,USA,UAE,USA-UAE,0
178,2023-05-10,Importer_33,Exporter_1,3004,997.2230296011415,116.53609633295834,116212.47904304319,USA,UAE,USA-UAE,0
179,2023-12-03,Importer_4,Exporter_13,8501,1048.4077840507134,137.59153584671515,144252.03720118894,Germany,UAE,Germany-UAE,0
180,2023-09-23,Importer_41,Exporter_29,3004,1077.901977136176,138.39286695603093,149173.9449134495,UAE,Germany,UAE-Germany,0
181,2023-01-27,Importer_9,Exporter_19,2709,983.6859777314713,72.81198205469259,71624.12575803662,India,Brazil,India-Brazil,0
182,2023-08-13,Importer_41,Exporter_39,7208,1103.521598756667,76.79023622491331,84739.68424781846,USA,China,USA-China,0
183,2023-05-03,Importer_1,Exporter_36,2709,1033.6138722715625,70.08814680547256,72444.08081994223,India,Brazil,India-Brazil,0
184,2023-07-28,Importer_30,Exporter_8,1001,1014.6514147823248,27.6809706484336,28086.53603098116,China,USA,China-USA,0
185,2023-11-28,Importer_33,Exporter_46,2709,1003.6765261388414,73.48598803871815,73756.16119458109,Germany,India,Germany-India,0
186,2023-05-20,Importer_16,Exporter_30,7208,1217.6715411692562,87.67416660868166,106758.33757512354,Germany,UAE,Germany-UAE,0
187,2023-10-10,Importer_39,Exporter_33,2709,1322.9773686267336,64.62856705978365,85502.13158686896,Germany,China,Germany-China,0
188,2023-03-11,Importer_22,Exporter_33,1001,1130.8480955081018,30.550026017215057,34547.43873929061,India,UAE,India-UAE,0
189,2023-05-17,Importer_38,Exporter_38,1001,1328.4704399826508,27.575105143934547,36632.71206313058,India,Germany,India-Germany,0
190,2023-12-04,Importer_35,Exporter_31,7208,874.0417236728836,75.20485883644783,65732.18444598475,China,UAE,China-UAE,0
191,2023-06-26,Importer_25,Exporter_30,3004,681.4156413535289,113.69093973983087,77470.78461890227,UAE,Brazil,UAE-Brazil,0
192,2023-06-14,Importer_37,Exporter_25,2709,886.1301007669454,71.05275650533345,62961.98628184036,Brazil,China,Brazil-China,0
193,2023-04-30,Importer_48,Exporter_31,7208,1051.263396366574,95.00936671372709,99879.86953811006,USA,Germany,USA-Germany,0
194,2023-12-28,Importer_32,Exporter_3,7208,1142.5635757279076,75.38477075470078,86131.89322891952,Germany,China,UNKNOWN-ROUTE,1
195,2023-03-06,Importer_7,Exporter_29,8501,865.2377992977463,157.3787875725976,136170.07581546184,UAE,India,UAE-India,0
196,2023-02-21,Importer_47,Exporter_10,8501,801.9650189469037,177.4718814878153,142326.24079991845,Germany,USA,Germany-USA,0
197,2023-07-29,Importer_17,Exporter_22,2709,1176.916018108193,66.71577043526706,78518.8588856948,USA,UAE,USA-UAE,0
198,2023-11-16,Importer_22,Exporter_44,7208,743.0298206363684,90.8309789933233,67490.12602963476,Brazil,USA,Brazil-USA,0
199,2023-10-01,Importer_35,Exporter_3,7208,982.8190232121074,277.58224854744014,272813.1143784155,India,UAE,India-UAE,1
200,2023-11-13,Importer_15,Exporter_48,1001,760.8358511808449,28.201874931138683,21456.99751812863,China,Germany,China-Germany,0
201,2023-02-16,Importer_29,Exporter_11,7208,1000.7865549577275,80.37584475011793,80439.06476928768,USA,China,USA-China,0
202,2023-12-22,Importer_21,Exporter_4,3004,932.4901792781135,127.47419918816999,118868.43885431059,USA,China,USA-China,0
203,2023-05-31,Importer_10,Exporter_16,3004,839.8569355926109,118.29144617974448,99347.89149533845,India,UAE,India-UAE,0
204,2023-09-29,Importer_11,Exporter_12,7208,1018.0443447567849,84.11551067247,85633.31994643706,UAE,China,UAE-China,0
205,2023-02-10,Importer_44,Exporter_16,8501,1106.7422317133335,133.13036862243197,147341.00127800912,Germany,Brazil,Germany-Brazil,0
206,2023-09-12,Importer_30,Exporter_41,8501,769.8828743896566,169.16515232847763,130237.35372121248,China,India,China-India,0
207,2023-05-11,Importer_30,Exporter_19,7208,1049.8471017969387,74.01210770754757,77701.39677465169,India,USA,India-USA,0
208,2023-12-13,Importer_29,Exporter_23,8501,1232.6727963283784,151.7351195143929,187039.75407302738,China,USA,China-USA,0
209,2023-10-28,Importer_45,Exporter_17,3004,1176.8945776095738,120.81022177692131,142180.89492906875,Brazil,Germany,Brazil-Germany,0
210,2023-08-22,Importer_31,Exporter_7,3004,1309.1121887322981,141.06409010931844,184668.71975453998,China,UAE,China-UAE,0
211,2023-05-02,Importer_37,Exporter_19,7208,962.655377728139,87.77256760763484,84494.73422449634,UAE,India,UAE-India,0
212,2023-12-25,Importer_18,Exporter_1,3004,1096.806392437772,136.42357869038818,149630.25318685517,USA,UAE,USA-UAE,0
